"","Cgigas_KEGGID","time_point","module","KEGGID_pathway","Log_pvalue_adj","Rich_factor","Description","Cvirginica_GeneID","Cvirginica_Protein_name"
"203","crg:105347858","Day 2 larvae","black","crg00190",8.15,0.15,"Oxidative phosphorylation","LOC111104128"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like"
"204","crg:105320915","Day 2 larvae","black","crg03040",1.88,0.058,"Spliceosome","LOC111121987"," probable splicing factor 3B subunit 5"
"205","crg:105321607","Day 2 larvae","black","crg03040",1.88,0.058,"Spliceosome","LOC111120828"," peptidyl-prolyl cis-trans isomerase E-like"
"206","crg:105323611","Day 2 larvae","black","crg03040",1.88,0.058,"Spliceosome","LOC111110150"," U6 snRNA-associated Sm-like protein LSm3"
"207","crg:105323611","Day 2 larvae","black","crg03040",1.88,0.058,"Spliceosome","LOC111106827"," U6 snRNA-associated Sm-like protein LSm3"
"208","crg:105330935","Day 2 larvae","black","crg03040",1.88,0.058,"Spliceosome","LOC111125980"," U1 small nuclear ribonucleoprotein C-like"
"209","crg:105337940","Day 2 larvae","black","crg03040",1.88,0.058,"Spliceosome","LOC111120984"," protein mago nashi homolog 2"
"210","crg:105346162","Day 2 larvae","black","crg03040",1.88,0.058,"Spliceosome","LOC111129496"," small nuclear ribonucleoprotein Sm D2"
"211","crg:105347083","Day 2 larvae","black","crg03040",1.88,0.058,"Spliceosome","LOC111104149"," small nuclear ribonucleoprotein E"
"212","crg:105347083","Day 2 larvae","black","crg03040",1.88,0.058,"Spliceosome","LOC111102822"," small nuclear ribonucleoprotein E"
